# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.565453997813165188e-04 1.775862216949462891e+00 4.560088634490966797e+00 7.565453997813165188e-04 1.775862216949462891e+00 4.560088634490966797e+00 2.660295248031616211e+00
1.000000000000000000e+03 1.173644559457898140e-04 5.567270591200212948e-07 2.226745345978997648e-05 1.173644559457898140e-04 5.567270591200212948e-07 2.226745345978997648e-05 4.041791260242462158e-01
2.000000000000000000e+03 5.552845323109067976e-05 6.198756636877078563e-07 4.371925570012535900e-06 5.552845323109067976e-05 6.198756636877078563e-07 4.371925570012535900e-06 3.207726180553436279e-01
3.000000000000000000e+03 3.634857057477347553e-05 4.970295890416309703e-07 1.745888198456668761e-06 3.634857057477347553e-05 4.970295890416309703e-07 1.745888198456668761e-06 2.595332264900207520e-01
4.000000000000000000e+03 2.373356619500555098e-05 1.681841439449272002e-07 8.328781859745504335e-07 2.373356619500555098e-05 1.681841439449272002e-07 8.328781859745504335e-07 2.095499634742736816e-01
5.000000000000000000e+03 1.758059079293161631e-05 6.102251148831783212e-08 4.765388439409434795e-07 1.758059079293161631e-05 6.102251148831783212e-08 4.765388439409434795e-07 1.856392174959182739e-01
6.000000000000000000e+03 1.278408035432221368e-05 3.665560299737080641e-09 2.646879408985114424e-07 1.278408035432221368e-05 3.665560299737080641e-09 2.646879408985114424e-07 1.633422970771789551e-01
7.000000000000000000e+03 1.030698058457346633e-05 9.393684941016999801e-09 1.690499829010150279e-07 1.030698058457346633e-05 9.393684941016999801e-09 1.690499829010150279e-07 1.476901173591613770e-01
8.000000000000000000e+03 7.946875484776683152e-06 1.900069719340535812e-06 1.219038585986709222e-05 7.946875484776683152e-06 1.900069719340535812e-06 1.219038585986709222e-05 1.306404620409011841e-01
9.000000000000000000e+03 6.448080966947600245e-06 2.114387172014176031e-07 4.106774667889112607e-06 6.448080966947600245e-06 2.114387172014176031e-07 4.106774667889112607e-06 1.192931905388832092e-01
1.000000000000000000e+04 4.426149644132237881e-06 1.446925956827271875e-08 5.795211066583760839e-08 4.426149644132237881e-06 1.446925956827271875e-08 5.795211066583760839e-08 1.019168570637702942e-01
1.100000000000000000e+04 2.417394853182486258e-06 4.979959157935809344e-06 7.151799650273460429e-07 2.417394853182486258e-06 4.979959157935809344e-06 7.151799650273460429e-07 7.787483185529708862e-02
1.200000000000000000e+04 1.704988676465291064e-06 9.082229013301912346e-08 1.160174818437553768e-07 1.704988676465291064e-06 9.082229013301912346e-08 1.160174818437553768e-07 6.623296439647674561e-02
1.300000000000000000e+04 1.246049805558868684e-06 2.209745559866860276e-07 1.593616389072849415e-06 1.246049805558868684e-06 2.209745559866860276e-07 1.593616389072849415e-06 5.534910783171653748e-02
1.400000000000000000e+04 9.341847544419579208e-07 2.985172287139903347e-08 1.602007415613115882e-07 9.341847544419579208e-07 2.985172287139903347e-08 1.602007415613115882e-07 4.760918766260147095e-02
1.500000000000000000e+04 6.791402711314731278e-07 9.532724831728955905e-09 1.397910942557700764e-08 6.791402711314731278e-07 9.532724831728955905e-09 1.397910942557700764e-08 4.064787179231643677e-02
1.600000000000000000e+04 5.892723038414260373e-07 2.600795050966553390e-05 2.474385610184981488e-06 5.892723038414260373e-07 2.600795050966553390e-05 2.474385610184981488e-06 3.750268742442131042e-02
1.700000000000000000e+04 6.884530989736958873e-07 1.970844820675665687e-08 4.597842107045835292e-08 6.884530989736958873e-07 1.970844820675665687e-08 4.597842107045835292e-08 4.391277208924293518e-02
1.800000000000000000e+04 4.252799499226966873e-07 1.642981928284825699e-08 7.857970274471881567e-09 4.252799499226966873e-07 1.642981928284825699e-08 7.857970274471881567e-09 3.255228325724601746e-02
1.900000000000000000e+04 4.322214124385936884e-07 7.288095016377837965e-09 7.531767209911777172e-09 4.322214124385936884e-07 7.288095016377837965e-09 7.531767209911777172e-09 3.111224807798862457e-02
2.000000000000000000e+04 3.858599484374281019e-07 1.629764199151395587e-07 4.110331417450652225e-07 3.858599484374281019e-07 1.629764199151395587e-07 4.110331417450652225e-07 2.959398366510868073e-02
2.100000000000000000e+04 2.724362957451376133e-06 2.577919211432799784e-08 2.933680143257788586e-08 2.724362957451376133e-06 2.577919211432799784e-08 2.933680143257788586e-08 9.110514074563980103e-02
2.200000000000000000e+04 6.000410053275118116e-07 1.235573421354274615e-07 7.308347448997665197e-06 6.000410053275118116e-07 1.235573421354274615e-07 7.308347448997665197e-06 3.554824739694595337e-02
2.300000000000000000e+04 2.770580920241627609e-07 2.435121881916302300e-09 1.080075620052411978e-07 2.770580920241627609e-07 2.435121881916302300e-09 1.080075620052411978e-07 2.757113799452781677e-02
2.400000000000000000e+04 2.623297632453613915e-07 1.274427359021501616e-05 1.172058273368747905e-05 2.623297632453613915e-07 1.274427359021501616e-05 1.172058273368747905e-05 2.538938261568546295e-02
2.500000000000000000e+04 1.934794511271320516e-07 3.550389010342769325e-06 5.375771706894738600e-06 1.934794511271320516e-07 3.550389010342769325e-06 5.375771706894738600e-06 2.152678370475769043e-02
