# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.333857421875000000e+03 9.333857421875000000e+03
1.000000000000000000e+03 3.048013427734375000e+03 3.048013427734375000e+03
2.000000000000000000e+03 1.506056884765625000e+03 1.506056884765625000e+03
3.000000000000000000e+03 9.267831420898437500e+02 9.267831420898437500e+02
4.000000000000000000e+03 5.644969482421875000e+02 5.644969482421875000e+02
5.000000000000000000e+03 3.222133483886718750e+02 3.222133483886718750e+02
6.000000000000000000e+03 1.696255340576171875e+02 1.696255340576171875e+02
7.000000000000000000e+03 8.120590209960937500e+01 8.120590209960937500e+01
8.000000000000000000e+03 3.482772064208984375e+01 3.482772064208984375e+01
9.000000000000000000e+03 1.317608642578125000e+01 1.317608642578125000e+01
1.000000000000000000e+04 4.478300571441650391e+00 4.478300571441650391e+00
1.100000000000000000e+04 1.361542940139770508e+00 1.361542940139770508e+00
1.200000000000000000e+04 4.025314450263977051e-01 4.025314450263977051e-01
1.300000000000000000e+04 1.310598999261856079e-01 1.310598999261856079e-01
1.400000000000000000e+04 8.066721260547637939e-02 8.066721260547637939e-02
1.500000000000000000e+04 2.825777605175971985e-02 2.825777605175971985e-02
1.600000000000000000e+04 8.268774747848510742e-01 8.268774747848510742e-01
1.700000000000000000e+04 1.411551889032125473e-02 1.411551889032125473e-02
1.800000000000000000e+04 1.153106894344091415e-02 1.153106894344091415e-02
1.900000000000000000e+04 1.007615961134433746e-02 1.007615961134433746e-02
2.000000000000000000e+04 5.508158728480339050e-02 5.508158728480339050e-02
2.100000000000000000e+04 8.277665823698043823e-03 8.277665823698043823e-03
2.200000000000000000e+04 7.651714608073234558e-03 7.651714608073234558e-03
2.300000000000000000e+04 7.031805813312530518e-03 7.031805813312530518e-03
2.400000000000000000e+04 1.290993206202983856e-02 1.290993206202983856e-02
2.500000000000000000e+04 5.927368998527526855e-03 5.927368998527526855e-03
2.600000000000000000e+04 6.592145655304193497e-03 6.592145655304193497e-03
2.700000000000000000e+04 3.423528075218200684e-01 3.423528075218200684e-01
2.800000000000000000e+04 2.132157981395721436e-02 2.132157981395721436e-02
2.900000000000000000e+04 1.266106311231851578e-02 1.266106311231851578e-02
3.000000000000000000e+04 3.615371650084853172e-03 3.615371650084853172e-03
3.100000000000000000e+04 1.032986398786306381e-02 1.032986398786306381e-02
3.200000000000000000e+04 7.009041029959917068e-03 7.009041029959917068e-03
3.300000000000000000e+04 1.342961750924587250e-02 1.342961750924587250e-02
3.400000000000000000e+04 1.293605118989944458e-01 1.293605118989944458e-01
3.500000000000000000e+04 2.916598459705710411e-03 2.916598459705710411e-03
3.600000000000000000e+04 1.707085520029067993e-01 1.707085520029067993e-01
3.700000000000000000e+04 2.584751462563872337e-03 2.584751462563872337e-03
3.800000000000000000e+04 9.615004807710647583e-02 9.615004807710647583e-02
3.900000000000000000e+04 1.387230306863784790e-01 1.387230306863784790e-01
4.000000000000000000e+04 1.218932960182428360e-02 1.218932960182428360e-02
4.100000000000000000e+04 2.851245924830436707e-03 2.851245924830436707e-03
4.200000000000000000e+04 1.081436052918434143e-01 1.081436052918434143e-01
4.300000000000000000e+04 2.212622901424765587e-03 2.212622901424765587e-03
4.400000000000000000e+04 1.288777142763137817e-01 1.288777142763137817e-01
4.500000000000000000e+04 5.816445220261812210e-03 5.816445220261812210e-03
4.600000000000000000e+04 2.368639688938856125e-03 2.368639688938856125e-03
4.700000000000000000e+04 1.882054656744003296e-01 1.882054656744003296e-01
4.800000000000000000e+04 9.616282582283020020e-02 9.616282582283020020e-02
4.900000000000000000e+04 9.744340181350708008e-02 9.744340181350708008e-02
5.000000000000000000e+04 4.466355219483375549e-02 4.466355219483375549e-02
5.000000000000000000e+04 4.486816748976707458e-02 4.466355219483375549e-02
5.100000000000000000e+04 1.750785508193075657e-03 1.698245643638074398e-03
5.200000000000000000e+04 2.217153320088982582e-03 2.169792074710130692e-03
5.300000000000000000e+04 2.008762396872043610e-02 2.008460089564323425e-02
5.300000000000000000e+04 2.008762396872043610e-02 2.008460089564323425e-02
5.400000000000000000e+04 9.090837556868791580e-04 9.090837556868791580e-04
5.500000000000000000e+04 5.316421738825738430e-04 5.316421738825738430e-04
5.600000000000000000e+04 3.871560038533061743e-04 3.871560038533061743e-04
5.700000000000000000e+04 3.005344187840819359e-04 3.005344187840819359e-04
5.800000000000000000e+04 2.519724948797374964e-04 2.519724948797374964e-04
5.844100000000000000e+04 2.310438430868089199e-04 2.257711021229624748e-04
5.844100000000000000e+04 2.393077447777613997e-04 2.257711021229624748e-04
5.900000000000000000e+04 2.974716189783066511e-04 2.859488013200461864e-04
6.000000000000000000e+04 3.825607523322105408e-02 3.822765499353408813e-02
6.044200000000000000e+04 6.569277029484510422e-04 6.428331835195422173e-04
6.100000000000000000e+04 2.702746714930981398e-04 2.702746714930981398e-04
6.114700000000000000e+04 2.521245623938739300e-04 2.353007002966478467e-04
6.114700000000000000e+04 2.622144820634275675e-04 2.353007002966478467e-04
6.200000000000000000e+04 3.483790496829897165e-04 3.272669564466923475e-04
6.300000000000000000e+04 4.497456538956612349e-04 4.323188040871173143e-04
6.314800000000000000e+04 4.093001130968332291e-03 4.070627503097057343e-03
6.373900000000000000e+04 2.853922196663916111e-04 2.677524462342262268e-04
6.373900000000000000e+04 2.918830432463437319e-04 2.677524462342262268e-04
6.400000000000000000e+04 6.202096119523048401e-04 6.026779883541166782e-04
6.500000000000000000e+04 5.232136324048042297e-02 5.231622979044914246e-02
6.574000000000000000e+04 2.353854849934577942e-02 2.352225966751575470e-02
6.600000000000000000e+04 5.139470449648797512e-04 5.139470449648797512e-04
6.669600000000000000e+04 3.067964571528136730e-04 2.828621654771268368e-04
6.669600000000000000e+04 3.187139518558979034e-04 2.828621654771268368e-04
6.700000000000000000e+04 3.671257582027465105e-04 3.420183493290096521e-04
6.800000000000000000e+04 5.161531735211610794e-03 5.122001748532056808e-03
6.869700000000000000e+04 5.622531473636627197e-02 5.618988722562789917e-02
6.900000000000000000e+04 4.948817077092826366e-04 4.948817077092826366e-04
6.969300000000000000e+04 3.358001704327762127e-04 3.117315063718706369e-04
6.969300000000000000e+04 3.412158403079956770e-04 3.117315063718706369e-04
