# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.131586395786143839e-04 9.221277832984924316e-01 1.652481436729431152e+00 1.131586395786143839e-04 9.221277832984924316e-01 1.652481436729431152e+00
1.000000000000000000e+03 1.265015889657661319e-04 3.189036533512989990e-06 1.799533856683410704e-05 1.265015889657661319e-04 3.189036533512989990e-06 1.799533856683410704e-05
2.000000000000000000e+03 5.896004950045607984e-05 7.626219939993461594e-07 3.126767296635080129e-06 5.896004950045607984e-05 7.626219939993461594e-07 3.126767296635080129e-06
3.000000000000000000e+03 3.605415258789435029e-05 5.354210315999807790e-06 4.776430614583659917e-06 3.605415258789435029e-05 5.354210315999807790e-06 4.776430614583659917e-06
4.000000000000000000e+03 2.571900768089108169e-05 1.406922274327371269e-05 1.517222244729055092e-05 2.571900768089108169e-05 1.406922274327371269e-05 1.517222244729055092e-05
5.000000000000000000e+03 1.695295213721692562e-05 2.374179501885009813e-07 2.337108639949292410e-07 1.695295213721692562e-05 2.374179501885009813e-07 2.337108639949292410e-07
6.000000000000000000e+03 1.561826684337574989e-05 3.103774215560406446e-04 1.194640049106965307e-06 1.561826684337574989e-05 3.103774215560406446e-04 1.194640049106965307e-06
7.000000000000000000e+03 1.219661680806893855e-05 2.584935828053858131e-06 8.850646082692037453e-08 1.219661680806893855e-05 2.584935828053858131e-06 8.850646082692037453e-08
8.000000000000000000e+03 8.377523954550269991e-06 3.252288038879669330e-08 5.435029848399608454e-08 8.377523954550269991e-06 3.252288038879669330e-08 5.435029848399608454e-08
9.000000000000000000e+03 6.215781013452215120e-06 2.067991466958574165e-08 4.723937863104765711e-08 6.215781013452215120e-06 2.067991466958574165e-08 4.723937863104765711e-08
1.000000000000000000e+04 4.664411335397744551e-06 1.761811472533736378e-05 2.380571231697103940e-06 4.664411335397744551e-06 1.761811472533736378e-05 2.380571231697103940e-06
1.100000000000000000e+04 3.645336391855380498e-06 7.332715767915942706e-07 1.265525952476309612e-05 3.645336391855380498e-06 7.332715767915942706e-07 1.265525952476309612e-05
1.200000000000000000e+04 2.313801815034821630e-06 6.131345031690216274e-08 2.163967110391240567e-06 2.313801815034821630e-06 6.131345031690216274e-08 2.163967110391240567e-06
1.300000000000000000e+04 1.464331603528989945e-06 1.394209830323234200e-04 2.205246710218489170e-05 1.464331603528989945e-06 1.394209830323234200e-04 2.205246710218489170e-05
1.400000000000000000e+04 1.106351760427060071e-06 8.682808925186691340e-07 5.312465418683132157e-07 1.106351760427060071e-06 8.682808925186691340e-07 5.312465418683132157e-07
1.500000000000000000e+04 8.650375775687280111e-07 3.625744966484489851e-07 4.423465895797562553e-07 8.650375775687280111e-07 3.625744966484489851e-07 4.423465895797562553e-07
1.600000000000000000e+04 6.339113838293997105e-07 9.070576822978182463e-08 5.376322178562986664e-07 6.339113838293997105e-07 9.070576822978182463e-08 5.376322178562986664e-07
1.700000000000000000e+04 5.524585162675066385e-07 8.600853107054717839e-06 7.258384721353650093e-05 5.524585162675066385e-07 8.600853107054717839e-06 7.258384721353650093e-05
1.800000000000000000e+04 4.264652204710728256e-07 1.199409638275028556e-07 4.279757195035926998e-05 4.264652204710728256e-07 1.199409638275028556e-07 4.279757195035926998e-05
1.900000000000000000e+04 3.571055060547223547e-07 1.377473722641298082e-06 1.836738192650955170e-07 3.571055060547223547e-07 1.377473722641298082e-06 1.836738192650955170e-07
2.000000000000000000e+04 3.378136455012281658e-07 2.565092927397927269e-06 3.616333899003620900e-08 3.378136455012281658e-07 2.565092927397927269e-06 3.616333899003620900e-08
2.100000000000000000e+04 4.976884156349115074e-06 1.080152216559326916e-07 1.973038621372324997e-08 4.976884156349115074e-06 1.080152216559326916e-07 1.973038621372324997e-08
2.200000000000000000e+04 1.264145453205856029e-06 2.842413238113294938e-08 2.152959233114870585e-08 1.264145453205856029e-06 2.842413238113294938e-08 2.152959233114870585e-08
2.300000000000000000e+04 1.116352223107242025e-06 1.932417653733864427e-04 1.623772113816812634e-04 1.116352223107242025e-06 1.932417653733864427e-04 1.623772113816812634e-04
2.400000000000000000e+04 4.611204360571719008e-07 7.317757990676909685e-07 1.016379883367335424e-06 4.611204360571719008e-07 7.317757990676909685e-07 1.016379883367335424e-06
2.500000000000000000e+04 2.510303147573722526e-06 6.054844106984091923e-06 5.281376434140838683e-05 2.510303147573722526e-06 6.054844106984091923e-06 5.281376434140838683e-05
2.600000000000000000e+04 2.765888780231762212e-07 4.118105678685424209e-08 7.171730658228625543e-07 2.765888780231762212e-07 4.118105678685424209e-08 7.171730658228625543e-07
2.700000000000000000e+04 2.220169932343196706e-07 7.539008493040455505e-07 1.126898496295325458e-06 2.220169932343196706e-07 7.539008493040455505e-07 1.126898496295325458e-06
2.800000000000000000e+04 2.055399903611032641e-07 4.101391823496669531e-06 9.925835229296353646e-07 2.055399903611032641e-07 4.101391823496669531e-06 9.925835229296353646e-07
