# x, y
3.840215444564819336e+00 1.877573852539062500e+02 2.357647552490234375e+02
8.349400520324707031e+00 4.882810211181640625e+01 1.051728973388671875e+02
9.921028137207031250e+00 1.106840591430664062e+02 1.629632568359375000e+02
7.077768325805664062e+00 5.986691474914550781e+00 2.589298629760742188e+01
5.477252602577209473e-01 1.429173736572265625e+02 2.272436218261718750e+02
1.072766065597534180e+00 1.616798858642578125e+02 2.384143981933593750e+02
2.058633327484130859e+00 1.638999176025390625e+02 2.335118103027343750e+02
1.459509849548339844e+01 2.049946784973144531e+01 5.520201873779296875e+01
6.814332962036132812e+00 1.605727539062500000e+02 2.042823333740234375e+02
2.144504040479660034e-01 8.161018371582031250e+00 3.110913085937500000e+01
4.467973411083221436e-01 1.556458587646484375e+02 2.380434722900390625e+02
2.845236396789550781e+01 1.978988800048828125e+02 1.399902191162109375e+02
1.178361511230468750e+01 2.560189056396484375e+01 6.539177703857421875e+01
1.146206130981445312e+02 2.933950662612915039e+00 1.828898620605468750e+01
4.467973411083221436e-01 1.556458587646484375e+02 2.380434722900390625e+02
6.951028823852539062e+00 5.718400955200195312e+01 1.185632705688476562e+02
7.077768325805664062e+00 5.986691474914550781e+00 2.589298629760742188e+01
2.927379989624023438e+01 1.332362747192382812e+01 3.966065979003906250e+01
5.399414443969726562e+01 1.999411010742187500e+02 1.101705169677734375e+02
3.737648391723632812e+01 8.017268371582031250e+01 9.789668273925781250e+01
1.076741123199462891e+01 3.823501586914062500e+01 8.713700103759765625e+01
5.399414443969726562e+01 1.999411010742187500e+02 1.101705169677734375e+02
2.101524162292480469e+01 1.453655815124511719e+01 4.286145782470703125e+01
1.830533218383789062e+01 1.879787826538085938e+01 5.123609161376953125e+01
2.423874855041503906e+00 6.554734039306640625e+01 1.377715759277343750e+02
2.927379989624023438e+01 1.332362747192382812e+01 3.966065979003906250e+01
6.244387149810791016e+00 3.766318130493164062e+01 8.959849548339843750e+01
1.164857387542724609e+01 6.333744525909423828e+00 2.654988479614257812e+01
1.830533218383789062e+01 1.879787826538085938e+01 5.123609161376953125e+01
6.244387149810791016e+00 3.766318130493164062e+01 8.959849548339843750e+01
1.178361511230468750e+01 2.560189056396484375e+01 6.539177703857421875e+01
1.178361511230468750e+01 2.560189056396484375e+01 6.539177703857421875e+01
2.186153030395507812e+01 5.164794921875000000e+01 9.470121765136718750e+01
2.862574386596679688e+01 1.561044158935546875e+02 1.321447143554687500e+02
5.663896560668945312e+00 2.744425773620605469e+01 7.133149719238281250e+01
2.058633327484130859e+00 1.638999176025390625e+02 2.335118103027343750e+02
2.821145057678222656e+01 1.983019409179687500e+02 1.405591278076171875e+02
3.840215444564819336e+00 1.877573852539062500e+02 2.357647552490234375e+02
5.026303291320800781e+00 1.710299530029296875e+02 2.195109252929687500e+02
2.390571355819702148e+00 8.497422027587890625e+01 1.627972106933593750e+02
9.765624046325683594e+00 2.801960372924804688e+01 7.057000732421875000e+01
1.247376680374145508e+00 2.101919174194335938e+01 5.981013488769531250e+01
1.739592170715332031e+01 3.174073982238769531e+01 7.314313507080078125e+01
2.443612098693847656e+00 1.212104187011718750e+02 1.990748291015625000e+02
1.076741123199462891e+01 3.823501586914062500e+01 8.713700103759765625e+01
2.101524162292480469e+01 1.453655815124511719e+01 4.286145782470703125e+01
7.962087249755859375e+01 3.389434814453125000e+00 1.939311027526855469e+01
5.565190315246582031e-01 1.189682483673095703e+01 3.966334533691406250e+01
6.609811782836914062e+00 1.554262084960937500e+02 2.026178131103515625e+02
2.821145057678222656e+01 1.983019409179687500e+02 1.405591278076171875e+02
2.899702453613281250e+01 1.584676818847656250e+02 1.319219512939453125e+02
9.553161621093750000e+00 1.853961791992187500e+02 2.010859222412109375e+02
4.385853290557861328e+00 1.429297180175781250e+02 2.062986297607421875e+02
3.840215444564819336e+00 1.877573852539062500e+02 2.357647552490234375e+02
4.385853290557861328e+00 1.429297180175781250e+02 2.062986297607421875e+02
5.519162654876708984e+00 8.322433471679687500e+01 1.523685760498046875e+02
4.089545249938964844e+00 8.377637481689453125e+01 1.567098693847656250e+02
2.443612098693847656e+00 1.212104187011718750e+02 1.990748291015625000e+02
5.701345443725585938e+00 8.092510986328125000e+01 1.494653320312500000e+02
1.817860841751098633e+00 1.230716552734375000e+02 2.035892944335937500e+02
4.385853290557861328e+00 1.429297180175781250e+02 2.062986297607421875e+02
1.046788692474365234e+01 3.236237525939941406e+00 1.958466529846191406e+01
1.168909912109375000e+02 2.822068929672241211e-01 1.275312995910644531e+01
6.413268089294433594e+00 1.810395812988281250e+02 2.163590850830078125e+02
2.357446432113647461e+00 1.321822509765625000e+02 2.086362915039062500e+02
2.152114105224609375e+01 1.381936264038085938e+01 4.143377685546875000e+01
2.806405067443847656e+01 1.582124633789062500e+02 1.336739654541015625e+02
5.351898670196533203e+00 6.084078598022460938e+01 1.259765167236328125e+02
1.335712528228759766e+01 1.889071083068847656e+01 5.244776916503906250e+01
1.965421752929687500e+02 4.270991325378417969e+00 1.991731262207031250e+01
